article	token	tfidf
70164	gouvernance	0.00860996
70422	brio	0.00861418
69817	fédèr	0.00861879
72631	absorption	0.00861903
67392	intervention	0.00862019
71359	lab	0.00862155
71612	arc	0.00862200
67554	mince	0.00862359
68388	polluant	0.00862399
67942	densité	0.00863304
69182	simultanément	0.00863592
67391	cultiver	0.00863633
71616	forest	0.00863636
68276	détail	0.00863733
67799	curie	0.00864018
69177	absolu	0.00864101
69181	www	0.00864324
67556	définie	0.00864427
68391	algorithme	0.00864558
67386	compatible	0.00864664
68277	allongement	0.00864793
68884	intégrant	0.00864954
67071	opérateur	0.00865157
67800	liaison	0.00865211
67795	équilibre	0.00866060
74451	imager	0.00866261
74451	accompagnon	0.00866261
68276	ouverture	0.00866610
67945	joindre	0.00866848
67071	réunir	0.00866901
74450	laporte	0.00868124
74450	michaël	0.00868124
68881	bio	0.00868174
67068	biologie	0.00868247
69538	expérimentale	0.00868567
67556	porteur	0.00868586
68390	macromolécule	0.00868802
67556	inconnu	0.00868984
67942	radiation	0.00869064
69540	obliger	0.00869393
71362	hexagone	0.00869556
70163	csa	0.00869625
70163	aim	0.00869625
70163	alignement	0.00869625
70163	sap	0.00869625
70163	coronographe	0.00869625
70163	spectromètre	0.00869625
70163	lesia	0.00869625
70163	masque	0.00869625
70163	coronographique	0.00869625
70163	opto	0.00869625
70163	rutherford	0.00869625
70163	appleton	0.00869625
70163	moyennant	0.00869625
70163	marle	0.00869625
70163	analysant	0.00869625
70163	luminosité	0.00869625
68888	baccalauréat	0.00870589
67794	diagnostic	0.00870691
67390	synthétiser	0.00870874
67068	aéronautique	0.00870943
67796	solaire	0.00871707
67799	dédié	0.00871731
68640	volant	0.00872145
67939	surveillance	0.00872250
73431	dutailly	0.00872645
73431	dutour	0.00872645
73431	imprimant	0.00872645
73431	paléopathologie	0.00872645
73431	tuberculose	0.00872645
73431	rachitisme	0.00872645
73431	pacea	0.00872645
73431	labri	0.00872645
73431	homo	0.00872645
73431	diaphyse	0.00872645
73431	gomme	0.00872645
73431	syphilitique	0.00872645
74745	turbomeca	0.00872645
74745	turbine	0.00872645
74745	bruyant	0.00872645
74745	gazeuse	0.00872645
74745	instationnaire	0.00872645
74745	fluctuation	0.00872645
74745	turboréacteur	0.00872645
74745	leading	0.00872645
74745	edge	0.00872645
74745	cfm	0.00872645
74745	general	0.00872645
74745	cfm56	0.00872645
74745	monocouloir	0.00872645
74745	a320neo	0.00872645
74745	boeing	0.00872645
74745	737	0.00872645
74745	c919	0.00872645
74745	comac	0.00872645
74745	commandée	0.00872645
74745	aubage	0.00872645
74745	compresseur	0.00872645
74745	motorist	0.00872645
74745	trouvon	0.00872645
74745	soufflante	0.00872645
74745	ouïr	0.00872645
68273	détient	0.00872736
68881	phone	0.00872933
69533	projection	0.00873056
68887	résider	0.00873482
69538	effluent	0.00873559
67800	constituant	0.00873584
72117	levant	0.00873632
67068	65	0.00873653
67939	liquide	0.00873663
71616	lever	0.00874003
73182	réindustrialisation	0.00874163
73182	modernisation	0.00874163
67802	electronique	0.00874785
67798	biologique	0.00874896
67943	étoile	0.00875068
67387	fonctionnel	0.00875092
68383	blériot	0.00875100
67556	moléculaire	0.00875178
67939	altitude	0.00875673
68645	invasive	0.00875844
68275	homogène	0.00875944
68276	page	0.00876262
67388	sevrage	0.00876866
68277	hôtel	0.00876989
67383	montpellier	0.00877395
67390	rationaliser	0.00877465
69541	relève	0.00877523
67940	insertion	0.00877959
67802	organisée	0.00878002
69537	saison	0.00878354
68390	particule	0.00878422
68640	280	0.00878495
69181	immédiat	0.00878889
69539	cancéreux	0.00879879
67391	participation	0.00880304
69815	inflammatoire	0.00880385
74449	mangeur	0.00880482
72637	u	0.00880499
72630	receler	0.00880744
72631	gustative	0.00881677
67554	chaîne	0.00882079
67555	littérature	0.00882352
67068	ministre	0.00882466
68640	standard	0.00882518
68385	feder	0.00882573
69819	mélange	0.00883276
68279	semis	0.00883381
68279	interrégionale	0.00883381
68279	gy	0.00883381
68279	virey	0.00883381
68279	amendement	0.00883381
68279	guidage	0.00883381
68279	yonn	0.00883381
68279	argileux	0.00883381
68279	calcaire	0.00883381
68279	désherbage	0.00883381
68279	fertilisation	0.00883381
67942	russie	0.00883640
69542	célébrer	0.00883797
67071	aménagement	0.00883804
71837	advanced	0.00883866
67391	génomique	0.00883903
67937	déclencher	0.00884580
67071	biodiversité	0.00884640
67553	convention	0.00884903
67386	septembre	0.00884964
72938	tomber	0.00885221
68640	ion	0.00885963
72394	senior	0.00886085
68884	affranchir	0.00886663
67557	the	0.00886931
67945	telecom	0.00887052
67795	accord	0.00887175
70422	princeton	0.00887494
67797	autonome	0.00887735
69539	émettre	0.00888112
67071	déployer	0.00888113
70166	enfermer	0.00888550
67554	manipuler	0.00889336
67390	prédir	0.00889492
69539	pallier	0.00890249
67385	résidu	0.00890389
70914	rivière	0.00890546
69537	irrigation	0.00890979
67386	équipé	0.00891186
67800	métabolisme	0.00891360
68276	midi	0.00891886
67071	enjeu	0.00891918
71614	vendu	0.00892022
68279	16	0.00892189
68275	spot	0.00892290
67071	cycle	0.00892546
67388	augment	0.00892665
68882	quae	0.00892915
67389	cerveau	0.00893294
68882	tourn	0.00893411
72635	passée	0.00893489
67387	utile	0.00893498
68887	caractérisé	0.00893556
72629	liby	0.00893910
70914	bull	0.00894047
68644	recourir	0.00894266
68638	dépasser	0.00894400
67554	photon	0.00894476
68387	prost	0.00894506
68642	approvisionnemer	0.00894585
69542	admirer	0.00895466
72117	thérapie	0.00895855
67390	gamme	0.00895862
69177	récupérer	0.00896006
72635	entoure	0.00896163
69542	hommage	0.00896320
69542	coqu	0.00896320
69538	diversité	0.00896402
70919	emplacement	0.00896769
72393	chargé	0.00896888
70164	dialogue	0.00897058
67945	srl	0.00897246
67794	lecteur	0.00897444
75067	nanoobjet	0.00897578
75067	cbmn	0.00897578
75067	lcpo	0.00897578
75067	relargage	0.00897578
75067	souchothèqu	0.00897578
75067	lactobacille	0.00897578
75067	salivaire	0.00897578
75067	odontologie	0.00897578
75067	antiseptique	0.00897578
75067	bucco	0.00897578
75067	celier	0.00897578
75067	lasagyl	0.00897578
75067	accordable	0.00897578
75067	fibré	0.00897578
75067	encombrante	0.00897578
75067	détatouage	0.00897578
75067	photocoagulation	0.00897578
75067	captage	0.00897578
75067	lfc	0.00897578
75067	pau	0.00897578
75067	adour	0.00897578
75067	calorimétrique	0.00897578
75067	bar	0.00897578
75067	agitation	0.00897578
75067	calvet	0.00897578
75067	polyphasique	0.00897578
69815	ambitionn	0.00897614
67068	start	0.00897928
67068	incident	0.00898208
67390	36	0.00898994
67557	vis	0.00899161
71357	volontairement	0.00899231
69181	tellurique	0.00899582
67071	climat	0.00899749
67068	derrière	0.00899868
68885	implanté	0.00899986
73877	magique	0.00900136
71615	prédécesseur	0.00900509
67553	délégation	0.00900740
74449	renessen	0.00901037
69181	infrastructure	0.00901412
73875	orer	0.00902185
70746	conférer	0.00902542
67554	cadence	0.00902879
67794	rupture	0.00903376
72632	médian	0.00903681
67383	prototype	0.00903829
75066	dotation	0.00904035
75066	210	0.00904035
75066	110	0.00904035
75066	remporter	0.00904035
75066	aveyron	0.00904035
75066	ger	0.00904035
75066	whylot	0.00904035
75066	cambe	0.00904035
75066	quercypôle	0.00904035
75066	5000	0.00904035
75066	ravaud	0.00904035
75066	raréfaction	0.00904035
75066	actis	0.00904035
75066	hybris	0.00904035
75066	crusta	0.00904035
75066	eurorégion	0.00904035
75066	crustacer	0.00904035
75066	beta	0.00904035
75066	deexbio	0.00904035
75066	naïo	0.00904035
75066	oz	0.00904035
75066	maraîcher	0.00904035
75066	gaulle	0.00904035
75066	trimouv	0.00904035
75066	green	0.00904035
75066	tricycle	0.00904035
75066	caréner	0.00904035
75066	inpt	0.00904035
75066	déplas	0.00904035
75066	géranium	0.00904035
75066	dépolluer	0.00904035
75066	fusia	0.00904035
68393	enseignant	0.00904065
67802	thérapeutique	0.00904837
70749	olfactif	0.00905155
67799	substance	0.00905551
69178	envisageable	0.00905712
67555	réuni	0.00906939
69815	apparition	0.00907236
67068	up	0.00907332
68277	préclinique	0.00907443
68886	proceeding	0.00907547
71359	digital	0.00907755
67798	induit	0.00907991
67068	etc	0.00908116
68882	empilement	0.00908181
67390	x	0.00908511
68273	breveter	0.00909055
67940	atteinte	0.00909125
70753	tirer	0.00909392
67557	union	0.00909516
68888	75	0.00909724
67554	demandeur	0.00910534
68390	gobain	0.00911069
67386	veille	0.00912189
67795	master	0.00912393
67939	21	0.00912464
70167	fils	0.00912842
67799	perte	0.00913359
72630	attaque	0.00913431
67390	microscopie	0.00913436
67939	clair	0.00913582
72397	exploitable	0.00913897
72397	saler	0.00913897
72397	gradient	0.00913897
72397	salin	0.00913897
72397	embouchure	0.00913897
72397	térawat	0.00913897
72397	transmembranaire	0.00913897
72397	ilm	0.00913897
72397	imperméable	0.00913897
72397	électriquemer	0.00913897
72397	extrapole	0.00913897
67795	permanente	0.00913913
71621	espoir	0.00914234
67388	dose	0.00914441
67556	assemblage	0.00914461
67798	seb	0.00914466
68889	table	0.00914652
71360	peau	0.00914947
67942	consacrée	0.00915003
67389	plastique	0.00915047
68276	oh	0.00915600
68641	orsay	0.00915818
68640	energie	0.00915880
74173	pénétrer	0.00916427
73184	cognitif	0.00916967
67390	régir	0.00917215
69178	externe	0.00917306
72932	vi	0.00917593
67553	air	0.00917994
67939	vapeur	0.00918080
68387	pathogène	0.00918628
67068	françois	0.00919156
70920	carburer	0.00919170
67794	sécurité	0.00919422
67555	domicile	0.00919546
67798	autrefoi	0.00919762
67553	individuel	0.00920018
68277	vitro	0.00920066
71617	presider	0.00920593
71617	pourrion	0.00920593
71617	climb	0.00920593
71617	croisière	0.00920593
71617	efficiente	0.00920593
71617	traîner	0.00920593
67554	silicium	0.00920803
68390	inser	0.00921124
67945	institutionnel	0.00921315
67068	roboticien	0.00921745
68888	palais	0.00921877
67071	aliment	0.00922342
68387	paramètre	0.00922525
72401	tablette	0.00922642
67555	tiendra	0.00922670
71840	trafic	0.00922718
73683	refaire	0.00922725
68888	education	0.00923361
67939	prospectif	0.00923654
68276	fonder	0.00923934
68883	oxygène	0.00923954
69815	percer	0.00923958
74171	economy	0.00924051
68645	climatologue	0.00924127
70161	profit	0.00924381
74169	doublement	0.00924443
67798	stress	0.00924498
67392	pharmaceutique	0.00924562
68279	comtois	0.00924717
67938	épisode	0.00924882
69541	manifestation	0.00925409
70167	avèrent	0.00925563
74745	résister	0.00925810
70425	résonance	0.00925856
69534	formulation	0.00926155
67554	plaque	0.00926400
67071	cirad	0.00926472
67938	arrête	0.00926756
69542	voler	0.00927638
67555	faim	0.00928002
73683	nautique	0.00928329
67941	port	0.00928424
68391	largeur	0.00929269
68642	gouvernement	0.00929335
71361	111	0.00929651
68391	facility	0.00929800
70428	saveur	0.00929828
68390	claude	0.00929960
68638	technology	0.00930016
67802	greffer	0.00930442
68883	établit	0.00930821
68883	breizh	0.00930821
68883	spirit	0.00930821
68883	suiveur	0.00930821
68883	stopper	0.00930821
68883	ménage	0.00930821
68883	résident	0.00930821
68883	superficielle	0.00930821
68883	turbidité	0.00930821
68883	sortie	0.00930821
68883	programmée	0.00930821
68883	dépourvoir	0.00930821
68883	consigne	0.00930821
68883	vélique	0.00930821
68883	décimètre	0.00930821
69816	qdiv	0.00930821
69816	dominante	0.00930821
69816	dépit	0.00930821
69816	tempérer	0.00930821
69816	hêtre	0.00930821
69816	chêne	0.00930821
69816	sessile	0.00930821
69816	dryade	0.00930821
69816	répétition	0.00930821
69816	mortalité	0.00930821
69816	2055	0.00930821
69816	bioclimatique	0.00930821
69816	marron	0.00930821
69816	individuellement	0.00930821
69816	médaillon	0.00930821
69816	dépen	0.00930821
69816	compromettre	0.00930821
69816	résilience	0.00930821
69816	atténuant	0.00930821
69816	sylvicultur	0.00930821
72396	semer	0.00932209
67388	préparation	0.00932386
72113	marqué	0.00932548
67554	millimètre	0.00932817
67794	incapacité	0.00933050
67795	catalyseur	0.00933475
67068	georges	0.00933483
67388	active	0.00933703
68886	pner	0.00933925
68885	personnaliser	0.00933989
69177	barter	0.00934278
69540	immobiliser	0.00934467
67558	volume	0.00935504
67800	réaction	0.00936033
67071	appliqué	0.00936627
68280	tech	0.00936872
71359	culinaire	0.00937017
71614	artisanat	0.00937580
71621	délibérément	0.00938439
68281	concentration	0.00938517
67942	sismologie	0.00938725
70162	toxique	0.00938784
68640	900	0.00939156
69542	aviation	0.00939345
71835	passionner	0.00939973
67390	nano	0.00940207
67553	capter	0.00940898
67799	interdisciplinaire	0.00941050
67385	valoriser	0.00941223
68279	coopérative	0.00941264
68278	en	0.00941420
67553	échanger	0.00941906
73683	prôti	0.00942457
73683	cousu	0.00942457
73683	lin	0.00942457
75461	éclore	0.00942552
67794	gérard	0.00942693
68274	hollandais	0.00942840
67388	échantillon	0.00942848
67942	microsatellite	0.00942934
68645	tourisme	0.00943181
67553	règle	0.00943458
67798	collectivité	0.00943545
69542	centenaire	0.00943835
67553	fédération	0.00943858
67941	btp	0.00943933
67556	malade	0.00943947
67939	prévision	0.00944167
68281	pédagogie	0.00944208
68881	gazeux	0.00944448
68275	résolution	0.00944562
73182	schist	0.00944809
67802	îlot	0.00944819
67802	langerhans	0.00944819
67802	glucagon	0.00944819
67802	raphael	0.00944819
67802	scharfmann	0.00944819
67802	845	0.00944819
67802	ravassard	0.00944819
67802	épinière	0.00944819
67802	umpc	0.00944819
67802	foetal	0.00944819
67802	promoteur	0.00944819
67802	immunodéficiente	0.00944819
67802	scid	0.00944819
67802	mature	0.00944819
67802	retirer	0.00944819
67802	dissocier	0.00944819
67802	amplifiée	0.00944819
67802	url	0.00944819
67802	redirecti	0.00944819
67802	silxw	0.00944819
67802	glycémie	0.00944819
67802	clinical	0.00944819
67802	endocells	0.00944819
69819	carbonate	0.00944849
69541	saluer	0.00944968
71840	implant	0.00945329
67068	diderot	0.00945517
67071	genet	0.00945656
69541	professionnalisme	0.00945999
71840	malaisi	0.00946036
69538	instauration	0.00946285
72935	rothschild	0.00946530
68279	préservation	0.00946837
68638	mariage	0.00946899
67943	noyau	0.00947084
67796	electric	0.00947096
70167	imprimé	0.00947402
67939	conjoint	0.00947589
70424	big	0.00948280
67553	collective	0.00948648
68387	14	0.00949072
67798	compléter	0.00949438
68884	soutenue	0.00949840
67798	clinique	0.00950949
69534	chazal	0.00951033
68279	réduction	0.00951210
68385	égal	0.00951757
67801	hémorragie	0.00951976
67801	897	0.00951976
67801	ribereau	0.00951976
67801	gayon	0.00951976
67801	utilier	0.00951976
67801	astrocyte	0.00951976
67801	environnent	0.00951976
67801	sanguine	0.00951976
67801	doser	0.00951976
67801	onéreu	0.00951976
67801	routine	0.00951976
67795	gramme	0.00952135
67796	thermique	0.00952853
73687	grappe	0.00952934
67388	mamirolle	0.00953304
68276	gadzarts	0.00953924
68389	vent	0.00954199
67937	infection	0.00954655
70915	apparent	0.00954966
67800	couramment	0.00955137
68281	doter	0.00955485
67554	périphérique	0.00955500
72396	consolider	0.00955586
67556	attribuée	0.00955596
67556	épigénétique	0.00955596
67556	neurosensoriel	0.00955596
67556	egly	0.00955596
67556	syndromique	0.00955596
67556	mémorisation	0.00955596
67556	multiprotéiqu	0.00955596
67556	médiateur	0.00955596
67556	med	0.00955596
67556	arn	0.00955596
67556	polymérase	0.00955596
67556	fo	0.00955596
67556	cascade	0.00955596
67556	correctement	0.00955596
67556	défectueux	0.00955596
67556	tcf4	0.00955596
67556	argument	0.00955596
67556	faveur	0.00955596
69178	invite	0.00955776
69177	exploitation	0.00956646
68889	implantation	0.00956751
67558	synthétique	0.00957886
67555	consommé	0.00958481
67555	sucr	0.00959003
67558	stable	0.00959064
72936	royal	0.00959156
74168	west	0.00959299
69818	chauffage	0.00959756
67938	collège	0.00959819
69542	royaume	0.00960034
67386	pascal	0.00960109
68388	rein	0.00960445
69814	homologue	0.00960774
67386	vaste	0.00960988
69537	directe	0.00961162
68643	réglementation	0.00961635
70163	edimbourg	0.00961838
70163	ecosse	0.00961838
69539	espèrent	0.00962273
67553	latin	0.00962328
67558	détergente	0.00962919
67558	ricin	0.00962919
67558	avantageuser	0.00962919
67558	sphérique	0.00962919
67558	disparaissant	0.00962919
67558	baisse	0.00962919
67558	reformer	0.00962919
67558	angewandt	0.00962919
67558	chemie	0.00962919
67558	amplement	0.00962919
67558	shampoing	0.00962919
67558	moussante	0.00962919
70914	prac	0.00962919
70914	tgcc	0.00962919
70914	affronter	0.00962919
67557	atmosphère	0.00962959
67071	météo	0.00963275
67943	rang	0.00963832
68646	anormal	0.00963849
68388	blocage	0.00963884
70918	acte	0.00964041
68884	pilotage	0.00964185
68279	articuler	0.00965362
69816	beige	0.00965490
70162	casqu	0.00965798
67390	spontanément	0.00966118
71366	goûter	0.00966206
68280	minute	0.00966261
67942	exposer	0.00966573
68390	nette	0.00966621
67068	amuser	0.00966622
67068	retournement	0.00966622
76209	banalisée	0.00966622
76209	imarin	0.00966622
76209	unanimité	0.00966622
76209	innocuité	0.00966622
76209	appétence	0.00966622
76209	authentique	0.00966622
76209	renoncer	0.00966622
76209	terra	0.00966622
76209	incogniter	0.00966622
76209	partagée	0.00966622
76209	symboliser	0.00966622
76209	fascination	0.00966622
76209	censé	0.00966622
76209	bouder	0.00966622
76209	privilèg	0.00966622
67557	équipemer	0.00966654
69813	ultime	0.00966717
67939	brésilien	0.00966981
70920	orient	0.00967352
70421	immersion	0.00967923
68273	kilo	0.00967928
68881	31	0.00967931
69182	tolérance	0.00968244
75793	wavebreakmedia	0.00968380
67556	gèn	0.00969670
67795	socio	0.00969826
68390	fonctionnalisation	0.00969945
69185	spécialité	0.00970153
70424	73	0.00970223
70744	figure	0.00970354
70744	epinièr	0.00970354
70744	pointiller	0.00970354
70744	horizontal	0.00970354
70744	eye	0.00970354
70744	luminance	0.00970354
70744	hertz	0.00970354
70744	clignotant	0.00970354
70744	illusoire	0.00970354
70744	saccader	0.00970354
70744	oculomètre	0.00970354
70744	prénom	0.00970354
70744	surfer	0.00970354
70744	automatisme	0.00970354
70744	latéral	0.00970354
70744	amyotrophique	0.00970354
67795	exemple	0.00970566
67941	jambe	0.00970740
70424	stabilité	0.00970746
70426	pression	0.00970913
70165	scrupuleusemer	0.00971041
70162	group	0.00971122
67386	clermont	0.00971132
67386	ferrand	0.00971132
69536	dépistage	0.00971296
67799	prévention	0.00971298
72939	shs	0.00971350
67942	émise	0.00971560
68643	solidement	0.00971827
69816	répartition	0.00971832
68279	neuf	0.00972000
68389	révéler	0.00972630
68645	dioxyde	0.00973087
69177	hélios	0.00973279
67942	zélande	0.00973941
70917	garonne	0.00973966
69814	hybride	0.00974034
68886	rayleigh	0.00974115
68886	iramis	0.00974115
68886	svi	0.00974115
68886	tribologie	0.00974115
68886	ltd	0.00974115
68886	cassé	0.00974115
68886	137	0.00974115
68886	united	0.00974115
68886	propagnent	0.00974115
68886	effondrement	0.00974115
68886	nucléation	0.00974115
68886	coalescence	0.00974115
71621	ile	0.00974115
71621	etre	0.00974115
71621	causse	0.00974115
71621	élèvent	0.00974115
71621	habitée	0.00974115
71621	mosaïque	0.00974115
71621	ïle	0.00974115
71621	regorger	0.00974115
71621	investisson	0.00974115
71621	concombre	0.00974115
71621	raffoler	0.00974115
71621	madagascar	0.00974115
71621	liège	0.00974115
71621	désaisonnaliser	0.00974115
71621	ponte	0.00974115
74748	labège	0.00974115
74748	170	0.00974115
74748	1160	0.00974115
74748	empoi	0.00974115
74748	2600	0.00974115
74748	bénévole	0.00974115
74748	774	0.00974115
74748	licencié	0.00974115
74748	prédiag	0.00974115
74748	gourm	0.00974115
74748	aggroalimentaire	0.00974115
67941	ouvrier	0.00974297
67387	93	0.00974523
67390	module	0.00974549
67800	stade	0.00974739
72935	éliminer	0.00974777
68883	marin	0.00974893
67803	décideur	0.00975105
69182	modalité	0.00975561
69537	hydrodynamique	0.00976117
67387	azote	0.00976688
67556	mutation	0.00976793
68881	champion	0.00977051
69820	tunisie	0.00977062
67556	interagir	0.00977296
68281	scale	0.00977376
68385	sec	0.00977658
68273	conditionnement	0.00977708
67391	hectare	0.00977813
73876	doyen	0.00977906
75794	ralenti	0.00977906
75794	mystère	0.00977906
76210	combine	0.00977906
76210	adjonction	0.00977906
76210	tourné	0.00977906
76210	ormeau	0.00977906
76210	bivalve	0.00977906
76210	aragonite	0.00977906
76210	intrinsèquement	0.00977906
76210	hiérarchique	0.00977906
76210	alphababy	0.00977906
76210	géologie	0.00977906
76210	planète	0.00977906
76210	denier	0.00977906
76210	material	0.00977906
76210	lamellé	0.00977906
76210	colloïdal	0.00977906
76210	sédimentation	0.00977906
76210	contourner	0.00977906
76210	auo	0.00977906
67391	doper	0.00977913
67553	pacte	0.00978805
67071	250	0.00979208
69539	attacher	0.00979587
67068	optique	0.00979641
68383	classemer	0.00979817
70745	écosystèm	0.00980712
70915	fukushima	0.00980748
67554	pixel	0.00981049
70917	fréquenter	0.00981253
68390	ionique	0.00981459
72935	porteuse	0.00981726
72935	papillome	0.00981726
72935	diagnostiquée	0.00981726
72935	wellington	0.00981726
72935	edmond	0.00981726
72935	investmer	0.00981726
72935	edrip	0.00981726
72935	irdi	0.00981726
72935	amundi	0.00981726
72935	private	0.00981726
72935	equity	0.00981726
72935	fund	0.00981726
72935	millon	0.00981726
72935	virale	0.00981726
72935	proportionnel	0.00981726
72935	clairance	0.00981726
72935	bivalent	0.00981726
72935	délivrance	0.00981726
72935	multivaler	0.00981726
67939	rémy	0.00982151
68640	évit	0.00982227
71616	innobio	0.00982363
67795	étudiant	0.00982412
70744	bouger	0.00982482
70920	achevé	0.00982608
67795	votre	0.00982749
67390	nanomatérial	0.00983151
71357	ifc	0.00983647
71357	équitation	0.00983647
71357	physionomie	0.00983647
67389	cartographier	0.00983743
67386	seuil	0.00983966
67940	conduite	0.00984246
70916	hydrométéorologique	0.00985576
70916	crue	0.00985576
70916	déterministe	0.00985576
68881	investisseur	0.00985631
67391	gène	0.00985756
69181	densification	0.00986213
68273	cerise	0.00986583
69534	perception	0.00987062
70163	jame	0.00987125
67558	abondant	0.00988499
67392	agricole	0.00988817
67794	livre	0.00989133
69819	grain	0.00989181
67389	901	0.00989456
67389	brecht	0.00989456
67389	humboldt	0.00989456
67389	lee	0.00989456
67389	howard	0.00989456
67389	hugue	0.00989456
67389	intracellulaire	0.00989456
67389	environner	0.00989456
67389	repérer	0.00989456
67389	enregistrement	0.00989456
67389	supposaient	0.00989456
67389	excitateur	0.00989456
67389	celllule	0.00989456
67389	epsetein	0.00989456
67389	prédisposée	0.00989456
67389	réorganis	0.00989456
70921	concrétis	0.00989456
70921	walloi	0.00989456
70921	mono	0.00989456
70921	extrusion	0.00989456
70921	filage	0.00989456
70921	nontisser	0.00989456
70921	spunbond	0.00989456
70921	meltblown	0.00989456
70921	cogitation	0.00989456
70921	pause	0.00989456
70921	café	0.00989456
70921	facilitateur	0.00989456
70921	walllois	0.00989456
73430	math	0.00989456
73430	imt	0.00989456
73691	afficher	0.00989699
67068	parcourir	0.00990497
73184	vectoriser	0.00991407
73184	neuropsychopharmacology	0.00991407
73184	antioxyder	0.00991407
73184	rétine	0.00991407
73184	épithéliale	0.00991407
70167	légère	0.00991677
67940	successive	0.00992082
67557	consommateur	0.00993074
67945	simulation	0.00993592
67798	vieillissemer	0.00993959
67385	rendement	0.00993963
67555	épidémiologie	0.00994079
67799	medicen	0.00994174
72398	renouveler	0.00994758
67797	essai	0.00995111
68275	demeure	0.00995373
67071	programmer	0.00995475
68389	flore	0.00996461
67799	héberger	0.00996929
68383	éditeur	0.00997013
71360	age	0.00997177
67945	val	0.00997231
72629	anglo	0.00997309
72629	saxon	0.00997309
73877	viti	0.00997309
73877	systémique	0.00997309
73877	émotionnelle	0.00997309
69179	propulseur	0.00998557
68274	californie	0.00998765
68273	marchandise	0.00998790
67939	indien	0.00999173
67390	procéder	0.00999178
68279	agrene	0.00999732
71362	repartir	0.00999910
70428	19	0.01000632
67557	refroidir	0.01000739
71612	biomatériau	0.01000788
68881	respectif	0.01000953
69540	effacement	0.01001282
69540	dépenser	0.01001282
69540	1961	0.01001282
69540	binaire	0.01001282
69540	désordre	0.01001282
69540	expérimentalement	0.01001282
69540	augsburg	0.01001282
69540	pince	0.01001282
69540	indifféremment	0.01001282
69540	coudre	0.01001282
69540	viscosité	0.01001282
67068	acoustique	0.01001377
72119	électron	0.01001698
67390	composée	0.01001983
70162	spatio	0.01002393
73433	72	0.01002398
67556	inférieur	0.01002726
69818	grenelle	0.01003927
70422	définitivement	0.01003965
70163	21ème	0.01004132
67802	différenciation	0.01004173
70744	tracer	0.01004527
73688	soudainement	0.01004639
68281	enseigner	0.01004944
67797	alimente	0.01005111
76208	boston	0.01005287
76208	edan	0.01005287
76208	magnéto	0.01005287
76208	inopérer	0.01005287
76208	géolocalisation	0.01005287
76208	circonstance	0.01005287
76208	fragmenter	0.01005287
76208	gouttelette	0.01005287
76208	primordiale	0.01005287
67387	écosystème	0.01005418
70165	pann	0.01005872
67558	insoluble	0.01005945
67558	réversible	0.01005945
72116	pre	0.01005960
68388	neuronau	0.01006364
68642	recyclage	0.01006459
71359	convergence	0.01006686
68882	aîné	0.01007018
68882	adéquat	0.01007018
71614	brigit	0.01007302
71614	rachis	0.01007302
71614	inc	0.01007302
70162	engagement	0.01008076
67071	conférence	0.01008157
69538	susceptible	0.01008276
72119	tunnel	0.01008442
67802	formé	0.01010752
68280	polariser	0.01010873
68386	paul	0.01011146
67385	couplage	0.01011516
70425	capturer	0.01011908
68884	gésir	0.01012067
71357	soulever	0.01012208
67556	anomalie	0.01012658
68389	menacer	0.01012906
67794	échelonner	0.01012995
67555	volet	0.01013346
74172	débarqu	0.01013394
74172	impliquent	0.01013394
74172	bourguignonne	0.01013394
74172	francilienne	0.01013394
74172	souligin	0.01013394
74172	favorablement	0.01013394
74172	vraie	0.01013394
74172	nouffert	0.01013394
74172	falconnier	0.01013394
74172	sénagral	0.01013394
67387	alimenter	0.01013556
67937	récepteur	0.01013581
72634	sourcer	0.01013973
68384	prévoit	0.01014348
67383	informatique	0.01014534
71358	administration	0.01015067
67389	neurobiologie	0.01015087
73435	concret	0.01015180
70162	géo	0.01015441
70162	masa	0.01015441
70162	sapeur	0.01015441
70162	panache	0.01015441
68387	prolifération	0.01015526
68273	bac	0.01015713
67802	philippe	0.01015736
67388	coagulation	0.01016483
67390	matériau	0.01016682
67553	armé	0.01016940
71838	passif	0.01017199
69539	illuminer	0.01017497
69539	conformation	0.01017497
69539	illuminée	0.01017497
69539	réagit	0.01017497
69539	royer	0.01017497
69539	déceler	0.01017497
69539	inspecter	0.01017497
69539	theodorus	0.01017497
69539	gadella	0.01017497
69539	modifiée	0.01017497
69539	égaler	0.01017497
72634	agathe	0.01017497
72634	pener	0.01017497
72394	bourg	0.01017695
72394	bresse	0.01017695
68882	nicolas	0.01017926
67386	message	0.01018842
68281	révélateur	0.01019972
68883	56	0.01020766
68883	instrumenter	0.01020766
68883	océanographiquer	0.01020766
68883	lpo	0.01020766
68888	étroit	0.01020817
74453	boisson	0.01020974
67553	brésil	0.01021096
67386	grandeur	0.01021308
74454	orl	0.01021845
69178	reproduit	0.01022203
67071	introduction	0.01022219
67388	microbien	0.01022468
67386	naval	0.01022529
68888	recruté	0.01022607
67946	honneur	0.01023019
67937	quinze	0.01023187
67803	thème	0.01023963
67802	journal	0.01023969
67387	structural	0.01024312
70917	prélèvement	0.01024640
75069	vitaminer	0.01024786
73880	frontièr	0.01025112
67388	analyser	0.01025305
68640	115	0.01025491
67801	bénin	0.01026719
68638	sonder	0.01028014
67556	plasticité	0.01028312
72397	perméable	0.01028337
70915	autorité	0.01028469
70166	encapsuler	0.01028519
